# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,跳出率
005219,66.67%
005220,0.00%
005221,0.00%
005222,0.00%
005223,66.67%
005224,0.00%
005225,0.00%
005226,0.00%
005227,50.00%
005228,50.00%
005229,0.00%
005230,0.00%
005231,100.00%
005232,80.00%
005233,0.00%
005234,0.00%
005235,0.00%
005236,0.00%
005237,0.00%
005238,0.00%
005239,0.00%
005240,0.00%
005241,100.00%
005242,33.33%
005243,0.00%
005244,0.00%
005245,0.00%
005246,0.00%
005247,100.00%
005248,0.00%
005249,0.00%
005250,0.00%
005251,0.00%
005252,0.00%
005253,100.00%
005254,0.00%
005255,50.00%
005256,0.00%
005257,0.00%
005258,0.00%
005259,0.00%
005260,100.00%
005261,100.00%
005262,0.00%
005263,0.00%
005264,0.00%
005265,0.00%
005266,0.00%
005267,66.67%
005268,0.00%
005269,0.00%
005270,0.00%
005271,50.00%
005272,0.00%
005273,0.00%
005274,0.00%
005275,0.00%
005276,0.00%
005277,50.00%
005278,100.00%
005279,0.00%
005280,33.33%
005281,0.00%
005282,0.00%
005283,0.00%
005284,0.00%
005285,0.00%
005286,0.00%
005287,0.00%
005288,0.00%
005289,100.00%
005290,0.00%
005291,0.00%
005292,50.00%
005293,0.00%
005294,50.00%
005295,0.00%
005296,0.00%
005297,0.00%
005298,0.00%
005299,0.00%
005300,0.00%
005301,0.00%
005302,0.00%
005303,0.00%
005304,50.00%
005305,0.00%
005306,0.00%
005307,0.00%
005308,0.00%
005309,0.00%
005310,0.00%
005311,100.00%
005312,0.00%
005313,100.00%
005314,25.00%
005315,0.00%
005316,0.00%
005317,66.67%
005318,0.00%
005319,50.00%
005320,0.00%
005321,0.00%
005322,0.00%
005323,0.00%
005324,0.00%
005325,100.00%
005326,0.00%
005327,0.00%
005328,0.00%
005329,100.00%
005330,100.00%
005331,0.00%
005332,0.00%
005333,0.00%
005334,0.00%
005335,0.00%
005336,0.00%
005337,0.00%
005338,100.00%
005339,75.00%
005340,0.00%
005341,0.00%
005342,0.00%
005343,0.00%
005344,0.00%
005345,33.33%
005346,66.67%
005347,0.00%
005348,0.00%
005349,0.00%
005350,0.00%
005351,50.00%
005352,50.00%
005353,0.00%
005354,0.00%
005355,0.00%
005356,0.00%
005357,0.00%
005358,0.00%
005359,0.00%
005360,0.00%
005361,100.00%
005362,0.00%
005363,50.00%
005364,0.00%
005365,100.00%
005366,0.00%
005367,0.00%
005368,66.67%
005369,0.00%
005370,0.00%
005371,0.00%
005372,100.00%
005373,80.00%
005374,0.00%
005375,0.00%
005376,0.00%
005377,100.00%
005378,0.00%
005379,0.00%
005380,0.00%
005381,0.00%
005382,100.00%
005383,0.00%
005384,55.56%
005385,54.55%
005386,55.00%
005387,66.67%
005388,28.57%
005389,73.68%
005390,50.00%
005391,22.22%
005392,55.56%
005393,37.50%
005394,83.33%
005395,40.00%
005396,50.00%
005397,55.56%
005398,0.00%
005399,33.33%
005400,16.67%
005401,0.00%
005402,100.00%
005403,0.00%
005404,100.00%
005405,0.00%
005406,0.00%
005407,0.00%
005408,50.00%
005409,0.00%
005410,66.67%
005411,25.00%
005412,0.00%
005413,28.57%
005414,0.00%
005415,0.00%
005416,25.00%
005417,40.00%
005418,50.00%
005419,50.00%
005420,0.00%
005421,0.00%
005422,0.00%
005423,50.00%
005424,66.67%
005425,0.00%
005426,0.00%
005427,0.00%
005428,93.33%
005429,0.00%
005430,0.00%
005431,0.00%
005432,0.00%
005433,50.00%
005434,100.00%
005435,66.67%
005436,50.00%
005437,0.00%
005438,40.00%
005439,20.00%
005440,100.00%
005441,50.00%
005442,0.00%
005443,25.00%
005444,50.00%
005445,0.00%
005446,33.33%
005447,33.33%
005448,0.00%
005449,33.33%
005450,80.00%
005451,0.00%
005452,0.00%
005453,0.00%
005454,0.00%
005455,0.00%
005456,33.33%
005457,0.00%
005458,50.00%
005459,100.00%
005460,50.00%
005461,100.00%
005462,100.00%
005463,66.67%
005464,66.67%
005465,40.00%
005466,0.00%
005467,33.33%
005468,50.00%
005469,83.33%
005470,75.00%
005471,50.00%
005472,75.00%
005473,0.00%
005474,95.65%
005475,0.00%
005476,0.00%
005477,100.00%
005478,0.00%
005479,0.00%
005480,0.00%
005481,100.00%
005482,50.00%
005483,33.33%
005484,100.00%
005485,0.00%
005486,100.00%
005487,42.86%
005488,100.00%
005489,88.89%
005490,0.00%
005491,50.00%
005492,77.78%
005493,37.50%
005494,33.33%
005495,100.00%
005496,100.00%
005497,75.00%
005498,66.67%
005499,0.00%
005500,0.00%
005501,50.00%
005502,50.00%
005503,66.67%
005504,88.89%
005505,25.00%
005506,63.64%
005507,75.00%
005508,33.33%
005509,62.50%
005510,50.00%
005511,75.68%
005512,84.21%
005513,60.00%
005514,50.00%
005515,75.00%
005516,87.50%
005517,42.86%
005518,66.67%
005519,0.00%
005520,40.00%
005521,0.00%
005522,0.00%
005523,0.00%
005524,0.00%
005525,0.00%
005526,50.00%
005527,0.00%
005528,33.33%
005529,100.00%
005530,66.67%
005531,33.33%
005532,0.00%
005533,60.00%
005534,50.00%
005535,66.67%
005536,50.00%
005537,100.00%
005538,0.00%
005539,100.00%
005540,0.00%
005541,66.67%
005542,100.00%
005543,100.00%
005544,100.00%
005545,100.00%
005546,100.00%
005547,0.00%
005548,0.00%
005549,0.00%
005550,100.00%
005551,0.00%
005552,0.00%
005553,40.00%
005554,87.50%
005555,50.00%
005556,0.00%
005557,80.00%
005558,100.00%
005559,50.00%
005560,80.00%
005561,100.00%
005562,0.00%
005563,50.00%
005564,100.00%
005565,25.00%
005566,100.00%
005567,100.00%
005568,100.00%
005569,0.00%
005570,0.00%
005571,0.00%
005572,100.00%
005573,0.00%
005574,66.67%
005575,100.00%
005576,85.42%
005577,66.67%
005578,0.00%
005579,100.00%
005580,75.00%
005581,75.00%
005582,33.33%
005583,100.00%
005584,100.00%
005585,66.67%
005586,66.67%
005587,100.00%
005588,66.67%
005589,69.23%
005590,50.00%
005591,100.00%
005592,0.00%
005593,50.00%
005594,0.00%
005595,100.00%
005596,100.00%
005597,0.00%
005598,0.00%
005599,0.00%
005600,0.00%
005601,93.33%
005602,0.00%
005603,0.00%
005604,0.00%
005605,78.57%
005606,0.00%
005607,0.00%
005608,83.33%
005609,100.00%
005610,100.00%
005611,100.00%
005612,100.00%
005613,100.00%
005614,50.00%
005615,100.00%
005616,75.00%
005617,33.33%
005618,0.00%
005619,0.00%
005620,0.00%
005621,0.00%
005622,100.00%
005623,100.00%
005624,0.00%
005625,0.00%
005626,0.00%
005627,100.00%
005628,85.71%
005629,50.00%
005630,50.00%
005631,66.67%
005632,0.00%
005633,0.00%
005634,0.00%
005635,66.67%
005636,25.00%
005637,0.00%
005638,0.00%
005639,0.00%
005640,20.00%
005641,0.00%
005642,0.00%
005643,100.00%
005644,100.00%
005645,0.00%
005646,0.00%
005647,100.00%
005648,0.00%
005649,0.00%
005650,0.00%
005651,100.00%
005652,0.00%
005653,50.00%
005654,0.00%
005655,50.00%
005656,0.00%
005657,0.00%
005658,100.00%
005659,66.67%
005660,0.00%
005661,33.33%
005662,60.00%
005663,0.00%
005664,0.00%
005665,0.00%
005666,0.00%
005667,0.00%
005668,100.00%
005669,0.00%
005670,0.00%
005671,100.00%
005672,0.00%
005673,100.00%
005674,0.00%
005675,66.67%
005676,50.00%
005677,60.00%
005678,50.00%
005679,100.00%
005680,100.00%
005681,100.00%
005682,0.00%
005683,100.00%
005684,100.00%
005685,20.00%
005686,40.00%
005687,88.89%
005688,50.00%
005689,0.00%
005690,0.00%
005691,50.00%
005692,0.00%
005693,0.00%
005694,0.00%
005695,0.00%
005696,0.00%
005697,0.00%
005698,33.33%
005699,100.00%
005700,0.00%
005701,0.00%
005702,0.00%
005703,33.33%
005704,20.00%
005705,0.00%
005706,60.00%
005707,50.00%
005708,0.00%
005709,33.33%
005710,0.00%
005711,0.00%
005712,0.00%
005713,0.00%
005714,0.00%
005715,0.00%
005716,50.00%
005717,0.00%
005718,100.00%
005719,0.00%
005720,0.00%
005721,0.00%
005722,0.00%
005723,0.00%
005724,0.00%
005725,0.00%
005726,25.00%
005727,20.00%
005728,25.00%
005729,22.22%
005730,0.00%
005731,16.67%
005732,25.00%
005733,12.82%
005734,17.70%
005735,18.97%
005736,16.67%
005737,16.67%
005738,25.00%
005739,14.29%
005740,42.86%
005741,0.00%
005742,21.43%
005743,13.51%
005744,12.50%
005745,35.71%
005746,14.06%
005747,21.15%
005748,23.53%
005749,14.29%
005750,16.22%
005751,16.67%
005752,13.33%
005753,22.86%
005754,33.33%
005755,23.53%
005756,21.43%
005757,13.04%
005758,35.29%
005759,22.22%
005760,25.00%
005761,0.00%
005762,25.00%
005763,0.00%
005764,100.00%
005765,0.00%
005766,40.00%
005767,0.00%
005768,28.57%
005769,0.00%
005770,17.65%
005771,50.00%
005772,40.00%
005773,0.00%
005774,44.44%
005775,42.86%
005776,18.18%
005777,33.33%
005778,0.00%
005779,40.00%
005780,15.38%
005781,6.67%
005782,25.00%
005783,25.00%
005784,33.33%
005785,33.33%
005786,66.67%
005787,0.00%
005788,0.00%
005789,0.00%
005790,0.00%
005791,100.00%
005792,0.00%
005793,0.00%
005794,100.00%
005795,0.00%
005796,30.77%
005797,8.33%
005798,23.53%
005799,18.18%
005800,25.00%
005801,0.00%
005802,28.57%
005803,0.00%
005804,0.00%
005805,38.46%
005806,66.67%
005807,20.00%
005808,0.00%
005809,22.22%
005810,33.33%
005811,100.00%
005812,100.00%
005813,0.00%
005814,0.00%
005815,0.00%
005816,0.00%
005817,25.00%
005818,20.00%
005819,33.33%
005820,12.50%
005821,0.00%
005822,0.00%
005823,0.00%
005824,50.00%
005825,28.57%
005826,50.00%
005827,66.67%
005828,46.15%
005829,20.00%
005830,0.00%
005831,40.00%
005832,0.00%
005833,50.00%
005834,0.00%
005835,0.00%
005836,0.00%
005837,0.00%
005838,0.00%
005839,0.00%
005840,0.00%
005841,0.00%
005842,33.33%
005843,14.29%
005844,33.33%
005845,0.00%
005846,37.50%
005847,33.33%
005848,14.29%
005849,37.50%
005850,100.00%
005851,0.00%
005852,55.56%
005853,18.18%
005854,25.00%
005855,66.67%
005856,36.36%
005857,55.56%
005858,0.00%
005859,0.00%
005860,0.00%
005861,0.00%
005862,100.00%
005863,0.00%
005864,0.00%
005865,30.00%
005866,20.00%
005867,40.00%
005868,20.00%
005869,0.00%
005870,66.67%
005871,0.00%
005872,75.00%
005873,25.00%
005874,50.00%
005875,0.00%
005876,0.00%
005877,20.00%
005878,50.00%
005879,10.00%
005880,16.67%
005881,66.67%
005882,0.00%
005883,0.00%
005884,0.00%
005885,0.00%
005886,0.00%
005887,0.00%
005888,0.00%
005889,12.50%
005890,33.33%
005891,28.57%
005892,25.00%
005893,40.00%
005894,0.00%
005895,0.00%
005896,14.29%
005897,55.56%
005898,62.50%
005899,0.00%
005900,11.11%
005901,25.00%
005902,9.09%
005903,33.33%
005904,0.00%
005905,14.29%
005906,0.00%
005907,0.00%
005908,0.00%
005909,0.00%
005910,50.00%
005911,0.00%
005912,0.00%
005913,25.00%
005914,25.00%
005915,12.50%
005916,0.00%
005917,35.29%
005918,25.00%
005919,0.00%
005920,22.22%
005921,15.38%
005922,20.00%
005923,66.67%
005924,16.67%
005925,0.00%
005926,6.67%
005927,18.18%
005928,42.11%
005929,30.00%
005930,40.00%
005931,0.00%
005932,0.00%
005933,0.00%
005934,100.00%
005935,0.00%
005936,0.00%
005937,0.00%
005938,20.00%
005939,14.29%
005940,0.00%
005941,20.00%
005942,0.00%
005943,28.57%
005944,66.67%
005945,37.50%
005946,50.00%
005947,25.00%
005948,33.33%
005949,25.00%
005950,20.00%
005951,14.29%
005952,14.29%
005953,100.00%
005954,33.33%
005955,0.00%
005956,100.00%
005957,0.00%
005958,0.00%
005959,0.00%
005960,50.00%
005961,50.00%
005962,33.33%
005963,33.33%
005964,75.00%
005965,0.00%
005966,33.33%
005967,16.67%
005968,22.22%
005969,25.00%
005970,28.57%
005971,66.67%
005972,16.67%
005973,33.33%
005974,33.33%
005975,12.50%
005976,30.00%
005977,66.67%
005978,0.00%
005979,0.00%
005980,100.00%
005981,100.00%
005982,0.00%
005983,0.00%
005984,33.33%
005985,50.00%
005986,0.00%
005987,0.00%
005988,33.33%
005989,50.00%
005990,33.33%
005991,0.00%
005992,10.00%
005993,20.00%
005994,33.33%
005995,40.00%
005996,8.33%
005997,9.09%
005998,14.29%
005999,25.00%
006000,0.00%
006001,33.33%
006002,0.00%
006003,0.00%
006004,0.00%
006005,0.00%
006006,0.00%
006007,25.00%
006008,0.00%
006009,40.00%
006010,18.18%
006011,16.67%
006012,20.00%
006013,25.00%
006014,21.43%
006015,26.32%
006016,31.25%
006017,43.75%
006018,23.53%
006019,30.00%
006020,20.00%
006021,35.71%
006022,4.35%
006023,6.67%
006024,17.50%
006025,23.53%
006026,22.22%
006027,33.33%
006028,0.00%
006029,66.67%
006030,15.38%
006031,4.76%
006032,16.67%
006033,12.50%
006034,9.68%
006035,23.08%
006036,12.50%
006037,32.56%
006038,13.33%
006039,19.05%
006040,15.79%
006041,9.09%
006042,13.33%
006043,27.27%
006044,7.69%
006045,24.00%
006046,37.50%
006047,25.00%
006048,42.86%
006049,50.00%
006050,75.00%
006051,0.00%
006052,100.00%
006053,100.00%
006054,100.00%
006055,100.00%
006056,0.00%
006057,80.00%
006058,9.09%
006059,20.00%
006060,66.67%
006061,40.00%
006062,40.00%
006063,16.67%
006064,55.56%
006065,33.33%
006066,37.50%
006067,66.67%
006068,33.33%
006069,25.00%
006070,33.33%
006071,40.00%
006072,0.00%
006073,0.00%
006074,0.00%
006075,0.00%
006076,0.00%
006077,0.00%
006078,0.00%
006079,50.00%
006080,28.57%
006081,0.00%
006082,66.67%
006083,0.00%
006084,62.50%
006085,0.00%
006086,33.33%
006087,33.33%
006088,0.00%
006089,0.00%
006090,0.00%
006091,50.00%
006092,54.55%
006093,80.00%
006094,50.00%
006095,50.00%
006096,50.00%
006097,0.00%
006098,50.00%
006099,0.00%
006100,0.00%
006101,100.00%
006102,0.00%
006103,50.00%
006104,0.00%
006105,0.00%
006106,0.00%
006107,0.00%
006108,66.67%
006109,100.00%
006110,50.00%
006111,33.33%
006112,0.00%
006113,0.00%
006114,0.00%
006115,50.00%
006116,20.00%
006117,33.33%
006118,0.00%
006119,75.00%
006120,50.00%
006121,0.00%
006122,100.00%
006123,100.00%
006124,0.00%
006125,0.00%
006126,100.00%
006127,0.00%
006128,0.00%
006129,100.00%
006130,100.00%
006131,50.00%
006132,100.00%
006133,0.00%
006134,100.00%
006135,66.67%
006136,100.00%
006137,100.00%
006138,100.00%
006139,0.00%
006140,50.00%
006141,100.00%
006142,100.00%
006143,50.00%
006144,0.00%
006145,33.33%
006146,100.00%
006147,0.00%
006148,0.00%
006149,0.00%
006150,0.00%
006151,100.00%
006152,100.00%
006153,100.00%
006154,100.00%
006155,0.00%
006156,100.00%
006157,83.33%
006158,100.00%
006159,100.00%
006160,100.00%
006161,0.00%
006162,0.00%
006163,100.00%
006164,100.00%
006165,0.00%
006166,100.00%
006167,0.00%
006168,0.00%
006169,0.00%
006170,25.00%
006171,100.00%
006172,0.00%
006173,0.00%
006174,100.00%
006175,0.00%
006176,100.00%
006177,50.00%
006178,0.00%
006179,0.00%
006180,100.00%
006181,100.00%
006182,0.00%
006183,100.00%
006184,100.00%
006185,0.00%
006186,100.00%
006187,50.00%
006188,0.00%
006189,100.00%
006190,0.00%
006191,0.00%
006192,0.00%
006193,100.00%
006194,0.00%
006195,0.00%
006196,0.00%
006197,100.00%
006198,0.00%
006199,0.00%
006200,0.00%
006201,0.00%
006202,0.00%
006203,0.00%
006204,50.00%
006205,50.00%
006206,0.00%
006207,100.00%
006208,0.00%
006209,66.67%
006210,100.00%
006211,50.00%
006212,50.00%
006213,100.00%
006214,100.00%
006215,100.00%
006216,33.33%
006217,100.00%
006218,0.00%
006219,100.00%
006220,0.00%
006221,0.00%
006222,0.00%
006223,100.00%
006224,0.00%
006225,75.00%
006226,0.00%
006227,0.00%
006228,0.00%
006229,66.67%
006230,0.00%
006231,100.00%
006232,33.33%
006233,66.67%
006234,0.00%
006235,0.00%
006236,0.00%
006237,50.00%
006238,28.57%
006239,25.00%
006240,25.00%
006241,0.00%
006242,0.00%
006243,0.00%
006244,0.00%
006245,100.00%
006246,0.00%
006247,50.00%
006248,100.00%
006249,100.00%
006250,0.00%
006251,0.00%
006252,100.00%
006253,0.00%
006254,60.00%
006255,0.00%
006256,100.00%
006257,100.00%
006258,66.67%
006259,0.00%
006260,100.00%
006261,0.00%
006262,0.00%
006263,0.00%
006264,0.00%
006265,100.00%
006266,0.00%
006267,0.00%
006268,0.00%
006269,0.00%
006270,0.00%
006271,0.00%
006272,0.00%
006273,0.00%
006274,0.00%
006275,0.00%
006276,0.00%
006277,0.00%
006278,100.00%
006279,0.00%
006280,0.00%
006281,16.67%
006282,0.00%
006283,50.00%
006284,75.00%
006285,25.00%
006286,50.00%
006287,25.00%
006288,50.00%
006289,100.00%
006290,0.00%
006291,0.00%
006292,0.00%
006293,0.00%
006294,0.00%
006295,0.00%
006296,0.00%
006297,100.00%
006298,0.00%
006299,0.00%
006300,25.00%
006301,0.00%
006302,0.00%
006303,100.00%
006304,0.00%
006305,0.00%
006306,50.00%
006307,25.00%
006308,33.33%
006309,40.00%
006310,66.67%
006311,50.00%
006312,0.00%
006313,0.00%
006314,71.43%
006315,0.00%
006316,0.00%
006317,0.00%
006318,0.00%
006319,33.33%
006320,33.33%
006321,100.00%
006322,14.29%
006323,16.67%
006324,0.00%
006325,66.67%
006326,0.00%
006327,25.00%
006328,10.00%
006329,33.33%
006330,28.57%
006331,11.11%
006332,22.22%
006333,18.18%
006334,33.33%
006335,26.67%
006336,21.43%
006337,66.67%
006338,100.00%
006339,100.00%
006340,0.00%
006341,0.00%
006342,0.00%
006343,7.14%
006344,21.05%
006345,13.33%
006346,14.29%
006347,40.00%
006348,25.00%
006349,27.27%
006350,50.00%
006351,14.29%
006352,30.00%
006353,0.00%
006354,16.67%
006355,16.67%
006356,25.00%
006357,36.36%
006358,16.67%
006359,22.22%
006360,25.00%
006361,0.00%
006362,0.00%
006363,0.00%
006364,0.00%
006365,0.00%
006366,0.00%
006367,0.00%
006368,50.00%
006369,42.86%
006370,28.57%
006371,18.18%
006372,0.00%
006373,50.00%
006374,60.00%
006375,57.14%
006376,60.00%
006377,27.27%
006378,33.33%
006379,0.00%
006380,42.86%
006381,15.38%
006382,37.50%
006383,20.00%
006384,20.00%
006385,0.00%
006386,0.00%
006387,100.00%
006388,0.00%
006389,0.00%
006390,0.00%
006391,50.00%
006392,0.00%
006393,71.43%
006394,36.36%
006395,0.00%
006396,16.67%
006397,12.50%
006398,22.22%
006399,33.33%
006400,38.46%
006401,0.00%
006402,33.33%
006403,50.00%
006404,20.00%
006405,14.29%
006406,40.00%
006407,60.00%
006408,42.86%
006409,0.00%
006410,0.00%
006411,0.00%
006412,0.00%
006413,0.00%
006414,0.00%
006415,50.00%
006416,50.00%
006417,25.00%
006418,25.00%
006419,16.67%
006420,0.00%
006421,100.00%
006422,50.00%
006423,60.00%
006424,50.00%
006425,16.67%
006426,28.57%
006427,28.57%
006428,20.00%
006429,0.00%
006430,50.00%
006431,0.00%
006432,0.00%
006433,0.00%
006434,0.00%
006435,0.00%
006436,0.00%
006437,0.00%
006438,0.00%
006439,0.00%
006440,60.00%
006441,33.33%
006442,50.00%
006443,0.00%
006444,42.86%
006445,0.00%
006446,60.00%
006447,0.00%
006448,33.33%
006449,100.00%
006450,0.00%
006451,0.00%
006452,0.00%
006453,100.00%
006454,0.00%
006455,50.00%
006456,50.00%
006457,75.00%
006458,100.00%
006459,100.00%
006460,0.00%
006461,0.00%
006462,0.00%
006463,0.00%
006464,0.00%
006465,0.00%
006466,100.00%
006467,0.00%
006468,0.00%
006469,0.00%
006470,0.00%
006471,28.57%
006472,50.00%
006473,0.00%
006474,25.00%
006475,0.00%
006476,11.11%
006477,50.00%
006478,66.67%
006479,0.00%
006480,66.67%
006481,50.00%
006482,50.00%
006483,0.00%
006484,0.00%
006485,0.00%
006486,0.00%
006487,25.00%
006488,0.00%
006489,100.00%
006490,50.00%
006491,100.00%
006492,0.00%
006493,0.00%
006494,0.00%
006495,0.00%
006496,0.00%
006497,100.00%
006498,50.00%
006499,75.00%
006500,60.00%
006501,33.33%
006502,42.86%
006503,66.67%
006504,50.00%
006505,0.00%
006506,0.00%
006507,0.00%
006508,0.00%
006509,0.00%
006510,0.00%
006511,0.00%
006512,0.00%
006513,75.00%
006514,0.00%
006515,33.33%
006516,0.00%
006517,0.00%
006518,33.33%
006519,0.00%
006520,0.00%
006521,50.00%
006522,0.00%
006523,50.00%
006524,50.00%
006525,60.00%
006526,50.00%
006527,50.00%
006528,33.33%
006529,100.00%
006530,0.00%
006531,0.00%
006532,0.00%
006533,0.00%
006534,100.00%
006535,0.00%
006536,100.00%
006537,50.00%
006538,66.67%
006539,50.00%
006540,25.00%
006541,20.00%
006542,50.00%
006543,50.00%
006544,100.00%
006545,57.14%
006546,40.00%
006547,100.00%
006548,66.67%
006549,25.00%
006550,50.00%
006551,50.00%
006552,25.00%
006553,33.33%
006554,100.00%
006555,0.00%
006556,0.00%
006557,0.00%
006558,0.00%
006559,0.00%
006560,75.00%
006561,50.00%
006562,50.00%
006563,40.00%
006564,100.00%
006565,25.00%
006566,75.00%
006567,50.00%
006568,33.33%
006569,40.00%
006570,100.00%
006571,50.00%
006572,100.00%
006573,50.00%
006574,80.00%
006575,50.00%
006576,50.00%
006577,50.00%
006578,0.00%
006579,0.00%
006580,0.00%
006581,0.00%
006582,0.00%
006583,0.00%
006584,100.00%
006585,50.00%
006586,16.67%
006587,70.00%
006588,80.00%
006589,33.33%
006590,100.00%
006591,33.33%
006592,66.67%
006593,100.00%
006594,50.00%
006595,60.00%
006596,100.00%
006597,28.57%
006598,75.00%
006599,100.00%
006600,50.00%
006601,0.00%
006602,100.00%
006603,0.00%
006604,0.00%
006605,0.00%
006606,100.00%
006607,66.67%
006608,50.00%
006609,50.00%
006610,75.00%
006611,100.00%
006612,66.67%
006613,100.00%
006614,0.00%
006615,100.00%
006616,75.00%
006617,0.00%
006618,0.00%
006619,100.00%
006620,100.00%
006621,80.00%
006622,66.67%
006623,80.00%
006624,100.00%
006625,100.00%
006626,83.33%
006627,100.00%
006628,100.00%
006629,0.00%
006630,0.00%
006631,100.00%
006632,100.00%
006633,100.00%
006634,0.00%
006635,50.00%
006636,100.00%
006637,100.00%
006638,60.00%
006639,25.00%
006640,100.00%
006641,50.00%
006642,50.00%
006643,100.00%
006644,100.00%
006645,0.00%
006646,100.00%
006647,33.33%
006648,100.00%
006649,0.00%
006650,100.00%
006651,100.00%
006652,0.00%
006653,0.00%
006654,0.00%
006655,0.00%
006656,100.00%
006657,0.00%
006658,100.00%
006659,100.00%
006660,0.00%
006661,66.67%
006662,100.00%
006663,100.00%
006664,50.00%
006665,50.00%
006666,100.00%
006667,66.67%
006668,100.00%
006669,42.86%
006670,100.00%
006671,80.00%
006672,75.00%
006673,100.00%
006674,0.00%
006675,0.00%
006676,0.00%
006677,100.00%
006678,0.00%
006679,0.00%
006680,0.00%
006681,0.00%
006682,50.00%
006683,66.67%
006684,80.00%
006685,100.00%
006686,50.00%
006687,0.00%
006688,66.67%
006689,66.67%
006690,100.00%
006691,0.00%
006692,0.00%
006693,33.33%
006694,100.00%
006695,50.00%
006696,40.00%
006697,0.00%
006698,100.00%
006699,0.00%
006700,0.00%
006701,0.00%
006702,0.00%
006703,0.00%
006704,100.00%
006705,0.00%
006706,75.00%
006707,100.00%
006708,50.00%
006709,0.00%
006710,100.00%
006711,25.00%
006712,83.33%
006713,100.00%
006714,40.00%
006715,100.00%
006716,50.00%
006717,100.00%
006718,66.67%
006719,100.00%
006720,0.00%
006721,100.00%
006722,100.00%
006723,0.00%
006724,0.00%
006725,0.00%
006726,0.00%
006727,0.00%
006728,100.00%
006729,0.00%
006730,75.00%
006731,0.00%
006732,50.00%
006733,33.33%
006734,71.43%
006735,100.00%
006736,50.00%
006737,100.00%
006738,100.00%
006739,0.00%
006740,0.00%
006741,100.00%
006742,100.00%
006743,66.67%
006744,100.00%
006745,50.00%
006746,100.00%
006747,0.00%
006748,0.00%
006749,0.00%
006750,0.00%
006751,0.00%
006752,0.00%
006753,100.00%
006754,100.00%
006755,40.00%
006756,0.00%
006757,60.00%
006758,100.00%
006759,66.67%
006760,100.00%
006761,60.00%
006762,100.00%
006763,100.00%
006764,66.67%
006765,100.00%
006766,50.00%
006767,100.00%
006768,100.00%
006769,100.00%
006770,100.00%
006771,0.00%
006772,0.00%
006773,0.00%
006774,0.00%
006775,0.00%
006776,100.00%
006777,100.00%
006778,100.00%
006779,0.00%
006780,50.00%
006781,100.00%
006782,90.91%
006783,50.00%
006784,100.00%
006785,50.00%
006786,60.00%
006787,50.00%
006788,100.00%
006789,100.00%
006790,0.00%
006791,100.00%
006792,50.00%
006793,0.00%
006794,100.00%
006795,0.00%
006796,0.00%
006797,100.00%
006798,0.00%
006799,100.00%
006800,0.00%
006801,100.00%
006802,0.00%
006803,50.00%
006804,0.00%
006805,100.00%
006806,0.00%
006807,80.00%
006808,0.00%
006809,100.00%
006810,0.00%
006811,0.00%
006812,50.00%
006813,0.00%
006814,100.00%
006815,0.00%
006816,0.00%
006817,100.00%
006818,100.00%
006819,100.00%
006820,100.00%
006821,100.00%
006822,0.00%
006823,0.00%
006824,0.00%
006825,0.00%
006826,0.00%
006827,0.00%
006828,80.00%
006829,0.00%
006830,100.00%
006831,100.00%
006832,75.00%
006833,50.00%
006834,0.00%
006835,100.00%
006836,100.00%
006837,100.00%
006838,100.00%
006839,50.00%
006840,100.00%
006841,66.67%
006842,100.00%
006843,0.00%
006844,100.00%
006845,0.00%
006846,0.00%
006847,0.00%
006848,0.00%
006849,100.00%
006850,100.00%
006851,50.00%
006852,100.00%
006853,100.00%
006854,66.67%
006855,100.00%
006856,100.00%
006857,80.00%
006858,100.00%
006859,100.00%
006860,100.00%
006861,100.00%
006862,66.67%
006863,100.00%
006864,100.00%
006865,0.00%
006866,100.00%
006867,0.00%
006868,0.00%
006869,100.00%
006870,0.00%
006871,0.00%
006872,0.00%
006873,100.00%
006874,100.00%
006875,100.00%
006876,33.33%
006877,100.00%
006878,66.67%
006879,40.00%
006880,100.00%
006881,100.00%
006882,0.00%
006883,100.00%
006884,80.00%
006885,50.00%
006886,100.00%
006887,66.67%
006888,100.00%
006889,0.00%
006890,100.00%
006891,0.00%
006892,100.00%
006893,0.00%
006894,0.00%
006895,100.00%
006896,50.00%
006897,0.00%
006898,100.00%
006899,80.00%
006900,71.43%
006901,33.33%
006902,60.00%
006903,100.00%
006904,50.00%
006905,66.67%
006906,50.00%
006907,100.00%
006908,0.00%
006909,0.00%
006910,100.00%
006911,25.00%
006912,100.00%
006913,50.00%
006914,0.00%
006915,100.00%
006916,0.00%
006917,0.00%
006918,0.00%
006919,100.00%
006920,0.00%
006921,0.00%
006922,100.00%
006923,100.00%
006924,66.67%
006925,100.00%
006926,100.00%
006927,100.00%
006928,33.33%
006929,100.00%
006930,50.00%
006931,0.00%
006932,100.00%
006933,100.00%
006934,100.00%
006935,60.00%
006936,100.00%
006937,100.00%
006938,0.00%
006939,100.00%
006940,0.00%
006941,100.00%
006942,100.00%
006943,100.00%
006944,0.00%
006945,100.00%
006946,0.00%
006947,80.00%
006948,100.00%
006949,0.00%
006950,0.00%
006951,100.00%
006952,100.00%
006953,66.67%
006954,50.00%
006955,100.00%
006956,100.00%
006957,100.00%
006958,100.00%
006959,28.57%
006960,33.33%
