# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,平均工作階段時間長度
003089,00:00:00
003090,00:00:00
003091,00:00:00
003092,00:00:00
003093,00:00:00
003094,00:01:59
003095,00:00:00
003096,00:00:00
003097,00:00:00
003098,00:00:00
003099,00:00:00
003100,00:00:00
003101,00:00:00
003102,00:00:00
003103,00:00:00
003104,00:00:00
003105,00:00:00
003106,00:00:00
003107,00:00:00
003108,00:00:37
003109,00:00:00
003110,00:00:00
003111,00:00:00
003112,00:00:00
003113,00:00:00
003114,00:00:00
003115,00:00:00
003116,00:00:00
003117,00:00:00
003118,00:00:25
003119,00:00:00
003120,00:00:00
003121,00:00:00
003122,00:00:00
003123,00:00:00
003124,00:00:00
003125,00:00:00
003126,00:00:00
003127,00:00:00
003128,00:00:00
003129,00:00:00
003130,00:00:00
003131,00:00:00
003132,00:00:40
003133,00:00:00
003134,00:00:00
003135,00:00:00
003136,00:00:41
003137,00:00:00
003138,00:00:00
003139,00:00:06
003140,00:00:00
003141,00:00:00
003142,00:00:00
003143,00:00:00
003144,00:01:33
003145,00:00:00
003146,00:00:00
003147,00:00:00
003148,00:00:00
003149,00:00:00
003150,00:00:00
003151,00:00:00
003152,00:00:00
003153,00:00:00
003154,00:00:00
003155,00:01:13
003156,00:00:00
003157,00:00:00
003158,00:00:00
003159,00:00:00
003160,00:00:00
003161,00:00:00
003162,00:00:00
003163,00:00:00
003164,00:00:00
003165,00:00:00
003166,00:00:42
003167,00:00:00
003168,00:00:00
003169,00:00:00
003170,00:00:00
003171,00:00:00
003172,00:00:00
003173,00:00:00
003174,00:00:00
003175,00:00:00
003176,00:00:00
003177,00:00:00
003178,00:00:00
003179,00:00:00
003180,00:01:58
003181,00:00:00
003182,00:00:00
003183,00:00:00
003184,00:00:00
003185,00:00:00
003186,00:00:00
003187,00:16:57
003188,00:01:14
003189,00:00:00
003190,00:00:00
003191,00:02:13
003192,00:00:19
003193,00:02:02
003194,00:01:51
003195,00:00:00
003196,00:00:00
003197,00:00:00
003198,00:00:00
003199,00:00:00
003200,00:00:30
003201,00:00:00
003202,00:00:17
003203,00:00:00
003204,00:00:00
003205,00:00:00
003206,00:00:00
003207,00:00:00
003208,00:00:00
003209,00:00:00
003210,00:00:00
003211,00:00:00
003212,00:02:39
003213,00:00:28
003214,00:00:00
003215,00:00:00
003216,00:01:27
003217,00:00:00
003218,00:00:00
003219,00:00:00
003220,00:00:00
003221,00:00:00
003222,00:00:00
003223,00:00:00
003224,00:00:00
003225,00:00:00
003226,00:00:00
003227,00:00:00
003228,00:00:00
003229,00:00:00
003230,00:00:00
003231,00:00:00
003232,00:00:00
003233,00:00:00
003234,00:00:00
003235,00:00:00
003236,00:00:00
003237,00:00:00
003238,00:00:00
003239,00:00:00
003240,00:00:00
003241,00:00:00
003242,00:00:00
003243,00:00:00
003244,00:00:00
003245,00:00:00
003246,00:00:00
003247,00:00:00
003248,00:00:00
003249,00:00:00
003250,00:00:00
003251,00:00:00
003252,00:00:00
003253,00:00:00
003254,00:00:00
003255,00:00:00
003256,00:00:00
003257,00:00:00
003258,00:00:00
003259,00:00:00
003260,00:00:00
003261,00:00:00
003262,00:00:00
003263,00:00:00
003264,00:00:00
003265,00:04:47
003266,00:00:00
003267,00:00:00
003268,00:00:00
003269,00:00:00
003270,00:00:00
003271,00:00:00
003272,00:00:00
003273,00:00:00
003274,00:01:03
003275,00:00:00
003276,00:00:00
003277,00:00:00
003278,00:01:04
003279,00:00:00
003280,00:00:00
003281,00:00:00
003282,00:00:00
003283,00:00:00
003284,00:00:00
003285,00:00:00
003286,00:07:14
003287,00:00:00
003288,00:00:00
003289,00:00:00
003290,00:00:00
003291,00:00:00
003292,00:00:00
003293,00:00:00
003294,00:00:00
003295,00:00:00
003296,00:00:00
003297,00:00:00
003298,00:00:00
003299,00:00:00
003300,00:00:00
003301,00:00:31
003302,00:00:00
003303,00:02:43
003304,00:00:00
003305,00:00:00
003306,00:00:00
003307,00:00:00
003308,00:00:00
003309,00:00:00
003310,00:00:00
003311,00:00:00
003312,00:00:00
003313,00:00:00
003314,00:00:00
003315,00:00:47
003316,00:00:00
003317,00:00:00
003318,00:00:00
003319,00:00:00
003320,00:00:00
003321,00:00:00
003322,00:00:00
003323,00:00:00
003324,00:00:00
003325,00:00:00
003326,00:00:00
003327,00:00:00
003328,00:00:00
003329,00:00:00
003330,00:00:00
003331,00:00:00
003332,00:00:00
003333,00:00:00
003334,00:00:00
003335,00:18:17
003336,00:00:00
003337,00:00:00
003338,00:00:00
003339,00:00:00
003340,00:00:00
003341,00:00:00
003342,00:00:00
003343,00:00:00
003344,00:00:00
003345,00:00:00
003346,00:00:00
003347,00:00:00
003348,00:00:00
003349,00:00:00
003350,00:00:00
003351,00:00:26
003352,00:00:00
003353,00:00:00
003354,00:00:00
003355,00:00:00
003356,00:00:00
003357,00:00:00
003358,00:00:00
003359,00:00:00
003360,00:00:00
003361,00:00:00
003362,00:00:00
003363,00:00:00
003364,00:00:00
003365,00:00:00
003366,00:00:00
003367,00:00:00
003368,00:00:30
003369,00:00:00
003370,00:00:00
003371,00:00:00
003372,00:00:00
003373,00:01:09
003374,00:00:39
003375,00:00:00
003376,00:00:00
003377,00:00:00
003378,00:00:00
003379,00:00:00
003380,00:00:00
003381,00:00:00
003382,00:00:00
003383,00:00:00
003384,00:00:00
003385,00:00:00
003386,00:00:00
003387,00:00:00
003388,00:00:00
003389,00:00:00
003390,00:00:00
003391,00:00:00
003392,00:00:00
003393,00:00:00
003394,00:00:00
003395,00:00:00
003396,00:00:02
003397,00:00:00
003398,00:00:00
003399,00:00:00
003400,00:00:00
003401,00:00:00
003402,00:00:00
003403,00:00:00
003404,00:00:00
003405,00:00:00
003406,00:06:40
003407,00:00:02
003408,00:00:00
003409,00:00:00
003410,00:00:00
003411,00:00:00
003412,00:00:00
003413,00:00:00
003414,00:00:00
003415,00:00:00
003416,00:00:00
003417,00:00:00
003418,00:00:00
003419,00:00:00
003420,00:00:00
003421,00:00:00
003422,00:00:00
003423,00:00:00
003424,00:05:25
003425,00:00:00
003426,00:00:00
003427,00:00:00
003428,00:00:00
003429,00:00:00
003430,00:00:00
003431,00:00:00
003432,00:00:00
003433,00:00:00
003434,00:00:00
003435,00:00:00
003436,00:00:00
003437,00:00:00
003438,00:00:00
003439,00:00:00
003440,00:00:00
003441,00:00:00
003442,00:00:00
003443,00:00:00
003444,00:01:37
003445,00:00:00
003446,00:00:58
003447,00:00:00
003448,00:00:00
003449,00:00:00
003450,00:00:00
003451,00:00:00
003452,00:00:00
003453,00:00:00
003454,00:00:17
003455,00:00:00
003456,00:00:00
003457,00:00:11
003458,00:00:00
003459,00:00:00
003460,00:00:00
003461,00:00:00
003462,00:00:00
003463,00:00:00
003464,00:00:00
003465,00:00:00
003466,00:00:00
003467,00:00:00
003468,00:00:00
003469,00:00:00
003470,00:00:00
003471,00:00:00
003472,00:00:00
003473,00:00:00
003474,00:00:00
003475,00:00:00
003476,00:00:00
003477,00:00:00
003478,00:00:00
003479,00:00:00
003480,00:00:00
003481,00:00:00
003482,00:00:00
003483,00:00:00
003484,00:00:00
003485,00:00:00
003486,00:00:00
003487,00:00:00
003488,00:00:00
003489,00:00:00
003490,00:26:36
003491,00:00:11
003492,00:00:00
003493,00:00:00
003494,00:00:00
003495,00:00:00
003496,00:00:48
003497,00:00:00
003498,00:00:00
003499,00:00:00
003500,00:00:00
003501,00:00:00
003502,00:09:26
003503,00:00:00
003504,00:00:54
003505,00:00:30
003506,00:00:00
003507,00:00:00
003508,00:00:00
003509,00:00:00
003510,00:00:00
003511,00:00:00
003512,00:00:00
003513,00:00:14
003514,00:00:00
003515,00:00:00
003516,00:00:00
003517,00:00:00
003518,00:00:00
003519,00:01:01
003520,00:00:00
003521,00:00:20
003522,00:00:00
003523,00:00:00
003524,00:20:42
003525,00:00:00
003526,00:00:00
003527,00:00:00
003528,00:00:00
003529,00:00:00
003530,00:00:00
003531,00:00:00
003532,00:00:00
003533,00:00:00
003534,00:00:00
003535,00:01:59
003536,00:00:20
003537,00:00:00
003538,00:00:00
003539,00:00:00
003540,00:00:00
003541,00:00:19
003542,00:00:26
003543,00:00:00
003544,00:00:00
003545,00:00:25
003546,00:00:00
003547,00:00:00
003548,00:00:00
003549,00:00:00
003550,00:00:00
003551,00:00:00
003552,00:00:00
003553,00:00:00
003554,00:00:00
003555,00:00:00
003556,00:00:00
003557,00:00:00
003558,00:00:00
003559,00:00:00
003560,00:00:00
003561,00:00:00
003562,00:00:00
003563,00:00:00
003564,00:00:00
003565,00:00:00
003566,00:00:00
003567,00:00:00
003568,00:00:00
003569,00:00:00
003570,00:00:00
003571,00:00:00
003572,00:00:00
003573,00:00:00
003574,00:00:00
003575,00:00:00
003576,00:01:01
003577,00:00:00
003578,00:00:00
003579,00:00:00
003580,00:00:00
003581,00:00:00
003582,00:00:00
003583,00:00:00
003584,00:00:00
003585,00:00:00
003586,00:00:00
003587,00:00:00
003588,00:00:00
003589,00:00:00
003590,00:00:00
003591,00:00:00
003592,00:00:00
003593,00:00:00
003594,00:00:00
003595,00:00:08
003596,00:00:00
003597,00:00:00
003598,00:00:00
003599,00:00:00
003600,00:00:00
003601,00:00:00
003602,00:00:00
003603,00:00:00
003604,00:00:00
003605,00:00:00
003606,00:00:00
003607,00:00:00
003608,00:00:00
003609,00:00:00
003610,00:00:00
003611,00:00:30
003612,00:00:44
003613,00:00:00
003614,00:00:00
003615,00:00:00
003616,00:00:00
003617,00:00:00
003618,00:00:00
003619,00:00:00
003620,00:00:00
003621,00:00:00
003622,00:00:00
003623,00:00:00
003624,00:00:00
003625,00:00:00
003626,00:00:00
003627,00:00:00
003628,00:00:00
003629,00:00:00
003630,00:00:00
003631,00:00:00
003632,00:00:00
003633,00:00:00
003634,00:00:00
003635,00:00:00
003636,00:05:11
003637,00:00:00
003638,00:00:00
003639,00:00:00
003640,00:00:00
003641,00:00:00
003642,00:00:00
003643,00:00:00
003644,00:00:45
003645,00:00:00
003646,00:27:35
003647,00:00:49
003648,00:00:00
003649,00:01:17
003650,00:00:00
003651,00:00:00
003652,00:00:00
003653,00:00:00
003654,00:00:00
003655,00:00:00
003656,00:00:00
003657,00:00:00
003658,00:00:00
003659,00:00:00
003660,00:00:00
003661,00:00:00
003662,00:00:00
003663,00:00:00
003664,00:00:00
003665,00:00:00
003666,00:00:00
003667,00:19:41
003668,00:00:48
003669,00:00:00
003670,00:00:00
003671,00:00:00
003672,00:00:00
003673,00:00:00
003674,00:00:00
003675,00:00:00
003676,00:00:00
003677,00:00:00
003678,00:00:00
003679,00:00:00
003680,00:00:00
003681,00:00:00
003682,00:00:00
003683,00:00:00
003684,00:02:17
003685,00:00:00
003686,00:00:00
003687,00:00:00
003688,00:00:00
003689,00:00:00
003690,00:00:00
003691,00:00:07
003692,00:00:13
003693,00:00:00
003694,00:00:00
003695,00:00:00
003696,00:00:00
003697,00:00:00
003698,00:00:00
003699,00:00:00
003700,00:00:00
003701,00:00:00
003702,00:00:00
003703,00:00:00
003704,00:00:31
003705,00:00:00
003706,00:00:00
003707,00:07:32
003708,00:00:00
003709,00:00:00
003710,00:00:00
003711,00:00:00
003712,00:06:40
003713,00:00:00
003714,00:00:00
003715,00:00:00
003716,00:00:00
003717,00:00:00
003718,00:00:00
003719,00:00:00
003720,00:00:00
003721,00:00:00
003722,00:00:00
003723,00:00:00
003724,00:00:00
003725,00:00:00
003726,00:00:00
003727,00:00:00
003728,00:00:00
003729,00:00:00
003730,00:00:00
003731,00:00:00
003732,00:00:00
003733,00:02:11
003734,00:00:00
003735,00:00:00
003736,00:00:00
003737,00:00:00
003738,00:00:00
003739,00:00:00
003740,00:01:47
003741,00:00:00
003742,00:00:00
003743,00:00:00
003744,00:00:00
003745,00:00:00
003746,00:00:00
003747,00:00:00
003748,00:00:00
003749,00:00:00
003750,00:00:00
003751,00:00:00
003752,00:00:00
003753,00:00:00
003754,00:00:00
003755,00:00:00
003756,00:00:39
003757,00:00:00
003758,00:07:01
003759,00:00:29
003760,00:00:00
003761,00:00:51
003762,00:00:00
003763,00:00:00
003764,00:00:00
003765,00:00:00
003766,00:01:31
003767,00:00:00
003768,00:00:06
003769,00:06:30
003770,00:00:00
003771,00:00:00
003772,00:10:00
003773,00:01:40
003774,00:00:00
003775,00:00:00
003776,00:00:00
003777,00:00:00
003778,00:00:00
003779,00:01:03
003780,00:00:00
003781,00:00:00
003782,00:00:00
003783,00:00:00
003784,00:00:00
003785,00:00:00
003786,00:00:00
003787,00:00:00
003788,00:00:00
003789,00:00:00
003790,00:00:00
003791,00:00:00
003792,00:00:00
003793,00:00:00
003794,00:00:00
003795,00:00:00
003796,00:00:00
003797,00:00:00
003798,00:00:00
003799,00:00:00
003800,00:00:00
003801,00:00:00
003802,00:00:00
003803,00:10:41
003804,00:14:02
003805,00:00:00
003806,00:04:21
003807,00:00:32
003808,00:00:00
003809,00:00:00
003810,00:00:00
003811,00:00:00
003812,00:00:00
003813,00:00:00
003814,00:01:13
003815,00:00:00
003816,00:00:00
003817,00:00:00
003818,00:23:12
003819,00:01:11
003820,00:00:00
003821,00:00:00
003822,00:00:00
003823,00:00:00
003824,00:00:00
003825,00:00:51
003826,00:00:00
003827,00:00:00
003828,00:00:00
003829,00:00:00
003830,00:00:00
003831,00:05:51
003832,00:00:36
003833,00:01:13
003834,00:00:00
003835,00:00:00
003836,00:00:00
003837,00:00:00
003838,00:00:00
003839,00:00:00
003840,00:00:15
003841,00:01:22
003842,00:00:00
003843,00:00:00
003844,00:00:00
003845,00:00:00
003846,00:00:00
003847,00:00:00
003848,00:00:00
003849,00:00:00
003850,00:00:24
003851,00:00:00
003852,00:00:00
003853,00:00:00
003854,00:00:00
003855,00:00:00
003856,00:00:00
003857,00:00:00
003858,00:00:00
003859,00:00:00
003860,00:00:00
003861,00:00:00
003862,00:00:00
003863,00:00:00
003864,00:00:00
003865,00:00:00
003866,00:00:00
003867,00:00:00
003868,00:00:00
003869,00:00:00
003870,00:00:00
003871,00:00:00
003872,00:00:31
003873,00:00:00
003874,00:00:00
003875,00:00:00
003876,00:00:55
003877,00:00:00
003878,00:00:00
003879,00:00:00
003880,00:00:00
003881,00:00:00
003882,00:00:00
003883,00:00:00
003884,00:00:00
003885,00:00:00
003886,00:00:00
003887,00:00:39
003888,00:00:00
003889,00:00:00
003890,00:00:00
003891,00:00:00
003892,00:00:00
003893,00:00:00
003894,00:00:00
003895,00:00:00
003896,00:00:00
003897,00:00:00
003898,00:00:00
003899,00:00:00
003900,00:00:00
003901,00:00:00
003902,00:00:00
003903,00:00:00
003904,00:00:00
003905,00:00:00
003906,00:00:00
003907,00:00:00
003908,00:01:48
003909,00:03:35
003910,00:00:00
003911,00:00:00
003912,00:00:00
003913,00:00:18
003914,00:00:44
003915,00:00:00
003916,00:00:00
003917,00:00:00
003918,00:00:00
003919,00:00:00
003920,00:00:03
003921,00:00:00
003922,00:00:00
003923,00:00:00
003924,00:00:00
003925,00:00:00
003926,00:00:00
003927,00:00:25
003928,00:00:00
003929,00:00:00
003930,00:00:00
003931,00:00:00
003932,00:00:00
003933,00:00:00
003934,00:00:00
003935,00:00:00
003936,00:00:00
003937,00:00:00
003938,00:00:00
003939,00:00:00
003940,00:00:00
003941,00:00:00
003942,00:00:00
003943,00:00:00
003944,00:00:00
003945,00:00:00
003946,00:00:00
003947,00:00:00
003948,00:00:00
003949,00:00:00
003950,00:00:00
003951,00:00:00
003952,00:11:06
003953,00:00:00
003954,00:00:00
003955,00:00:00
003956,00:00:00
003957,00:00:00
003958,00:01:39
003959,00:00:00
003960,00:00:00
003961,00:00:00
003962,00:00:00
003963,00:00:00
003964,00:00:00
003965,00:00:00
003966,00:00:00
003967,00:00:00
003968,00:00:00
003969,00:00:00
003970,00:00:00
003971,00:00:00
003972,00:00:00
003973,00:00:00
003974,00:00:00
003975,00:00:00
003976,00:00:00
003977,00:00:00
003978,00:00:00
003979,00:00:00
003980,00:00:00
003981,00:00:00
003982,00:00:00
003983,00:00:00
003984,00:00:00
003985,00:00:00
003986,00:00:00
003987,00:00:00
003988,00:00:00
003989,00:00:00
003990,00:00:00
003991,00:00:00
003992,00:00:00
003993,00:00:00
003994,00:12:03
003995,00:01:46
003996,00:00:00
003997,00:00:00
003998,00:00:00
003999,00:00:00
004000,00:01:05
004001,00:00:00
004002,00:00:15
004003,00:00:00
004004,00:00:00
004005,00:00:00
004006,00:00:00
004007,00:00:00
004008,00:00:00
004009,00:00:00
004010,00:00:00
004011,00:00:00
004012,00:00:00
004013,00:00:00
004014,00:00:00
004015,00:00:00
004016,00:00:00
004017,00:00:00
004018,00:01:23
004019,00:00:00
004020,00:01:41
004021,00:04:08
004022,00:00:00
004023,00:00:00
004024,00:00:00
004025,00:00:00
004026,00:00:00
004027,00:00:00
004028,00:00:00
004029,00:00:00
004030,00:00:00
004031,00:00:00
004032,00:00:00
004033,00:00:00
004034,00:00:00
004035,00:00:00
004036,00:00:00
004037,00:00:00
004038,00:00:00
004039,00:00:00
004040,00:00:36
004041,00:00:00
004042,00:00:00
004043,00:00:00
004044,00:00:00
004045,00:01:21
004046,00:04:54
004047,00:00:00
004048,00:00:00
004049,00:00:00
004050,00:00:00
004051,00:00:00
004052,00:00:00
004053,00:00:00
004054,00:00:00
004055,00:00:00
004056,00:00:00
004057,00:00:03
004058,00:00:00
004059,00:00:00
004060,00:00:00
004061,00:00:00
004062,00:00:00
004063,00:00:00
004064,00:00:00
004065,00:00:00
004066,00:00:00
004067,00:00:00
004068,00:00:00
004069,00:02:07
004070,00:00:00
004071,00:00:00
004072,00:00:35
004073,00:00:22
004074,00:00:00
004075,00:00:00
004076,00:06:04
004077,00:00:34
004078,00:00:00
004079,00:00:30
004080,00:00:00
004081,00:00:00
004082,00:01:00
004083,00:00:00
004084,00:00:00
004085,00:00:00
004086,00:00:00
004087,00:00:00
004088,00:00:00
004089,00:00:00
004090,00:00:00
004091,00:00:00
004092,00:00:00
004093,00:00:00
004094,00:25:50
004095,00:00:00
004096,00:08:48
004097,00:00:00
004098,00:00:00
004099,00:00:00
004100,00:00:00
004101,00:00:00
004102,00:00:00
004103,00:00:00
004104,00:00:00
004105,00:00:00
004106,00:00:00
004107,00:00:00
004108,00:00:00
004109,00:00:00
004110,00:00:00
004111,00:00:00
004112,00:00:00
004113,00:00:00
004114,00:00:00
004115,00:00:00
004116,00:00:00
004117,00:00:17
004118,00:00:00
004119,00:00:00
004120,00:00:00
004121,00:00:00
004122,00:00:00
004123,00:00:00
004124,00:00:00
004125,00:00:00
004126,00:00:00
004127,00:00:00
004128,00:00:00
004129,00:00:00
004130,00:00:00
004131,00:00:00
004132,00:00:00
004133,00:00:00
004134,00:00:00
004135,00:00:00
004136,00:00:00
004137,00:00:00
004138,00:04:10
004139,00:00:00
004140,00:00:00
004141,00:00:00
004142,00:00:00
004143,00:00:00
004144,00:00:00
004145,00:00:00
004146,00:00:00
004147,00:00:00
004148,00:00:00
004149,00:00:00
004150,00:00:08
004151,00:00:00
004152,00:00:00
004153,00:02:23
004154,00:00:00
004155,00:00:00
004156,00:00:00
004157,00:00:00
004158,00:00:00
004159,00:00:00
004160,00:00:00
004161,00:00:00
004162,00:00:00
004163,00:00:00
004164,00:00:00
004165,00:00:00
004166,00:00:00
004167,00:00:00
004168,00:00:00
004169,00:00:00
004170,00:00:00
004171,00:00:00
004172,00:00:00
004173,00:00:00
004174,00:00:00
004175,00:00:00
004176,00:00:00
004177,00:00:33
004178,00:01:22
004179,00:00:00
004180,00:00:00
004181,00:00:00
004182,00:00:00
004183,00:00:00
004184,00:00:00
004185,00:00:00
004186,00:08:42
004187,00:00:00
004188,00:00:00
004189,00:00:00
004190,00:00:00
004191,00:00:00
004192,00:00:00
004193,00:00:00
004194,00:00:28
004195,00:00:00
004196,00:07:26
004197,00:00:22
004198,00:06:56
004199,00:00:48
004200,00:01:26
004201,00:00:37
004202,00:00:00
004203,00:00:02
004204,00:00:00
004205,00:00:00
004206,00:00:00
004207,00:00:00
004208,00:00:29
004209,00:00:00
004210,00:00:00
004211,00:00:00
004212,00:00:00
004213,00:02:33
004214,00:00:00
004215,00:00:00
004216,00:00:00
004217,00:00:00
004218,00:00:00
004219,00:00:00
004220,00:00:00
004221,00:00:00
004222,00:00:00
004223,00:00:00
004224,00:00:00
004225,00:00:00
004226,00:00:00
004227,00:00:00
004228,00:00:00
004229,00:00:00
004230,00:00:00
004231,00:00:00
004232,00:00:00
004233,00:00:00
004234,00:00:36
004235,00:00:00
004236,00:00:00
004237,00:00:00
004238,00:00:37
004239,00:00:00
004240,00:00:00
004241,00:00:00
004242,00:00:00
004243,00:00:00
004244,00:00:00
004245,00:00:04
004246,00:00:00
004247,00:00:00
004248,00:24:17
004249,00:01:03
004250,00:00:00
004251,00:00:00
004252,00:00:00
004253,00:00:00
004254,00:00:00
004255,00:00:00
004256,00:00:00
004257,00:00:00
004258,00:00:00
004259,00:00:00
004260,00:00:00
004261,00:00:00
004262,00:00:00
004263,00:00:00
004264,00:00:01
004265,00:00:00
004266,00:00:00
004267,00:00:00
004268,00:00:00
004269,00:00:00
004270,00:08:16
004271,00:00:50
004272,00:00:00
004273,00:02:15
004274,00:00:00
004275,00:00:00
004276,00:00:00
004277,00:00:00
004278,00:00:00
004279,00:00:00
004280,00:07:42
004281,00:00:00
004282,00:00:00
004283,00:00:00
004284,00:00:00
004285,00:05:16
004286,00:00:09
004287,00:00:20
004288,00:06:49
004289,00:00:31
004290,00:02:01
004291,00:00:36
004292,00:02:00
004293,00:00:00
004294,00:00:26
004295,00:00:06
004296,00:00:00
004297,00:00:32
004298,00:00:00
004299,00:00:00
004300,00:00:00
004301,00:00:00
004302,00:00:00
004303,00:00:00
004304,00:00:00
004305,00:00:00
004306,00:03:09
004307,00:00:00
004308,00:00:00
004309,00:02:35
004310,00:00:00
004311,00:00:12
004312,00:03:45
004313,00:00:00
004314,00:00:00
004315,00:02:01
004316,00:00:00
004317,00:00:00
004318,00:00:37
004319,00:00:00
004320,00:00:00
004321,00:00:00
004322,00:00:00
004323,00:00:00
004324,00:00:00
004325,00:00:00
004326,00:00:00
004327,00:00:00
004328,00:00:00
004329,00:00:00
004330,00:00:00
004331,00:03:48
004332,00:00:00
004333,00:00:00
004334,00:00:00
004335,00:00:00
004336,00:00:00
004337,00:00:22
004338,00:00:00
004339,00:00:00
004340,00:00:00
004341,00:02:47
004342,00:00:00
004343,00:00:00
004344,00:00:00
004345,00:00:00
004346,00:00:00
004347,00:00:00
004348,00:00:00
004349,00:00:00
004350,00:00:00
004351,00:00:29
004352,00:00:00
004353,00:00:00
004354,00:00:00
004355,00:00:00
004356,00:00:53
004357,00:00:26
004358,00:00:00
004359,00:00:00
004360,00:00:00
004361,00:00:00
004362,00:00:00
004363,00:00:00
004364,00:00:00
004365,00:00:00
004366,00:00:00
004367,00:01:38
004368,00:00:00
004369,00:00:00
004370,00:01:09
004371,00:00:00
004372,00:00:00
004373,00:00:00
004374,00:00:00
004375,00:00:00
004376,00:00:31
004377,00:00:00
004378,00:00:00
004379,00:03:37
004380,00:00:00
004381,00:00:00
004382,00:00:00
004383,00:00:06
004384,00:00:00
004385,00:00:00
004386,00:00:00
004387,00:00:33
004388,00:00:00
004389,00:00:00
004390,00:00:00
004391,00:00:15
004392,00:00:00
004393,00:00:00
004394,00:00:00
004395,00:00:00
004396,00:00:00
004397,00:00:00
004398,00:00:00
004399,00:00:00
004400,00:00:00
004401,00:00:00
004402,00:00:00
004403,00:02:41
004404,00:00:00
004405,00:02:48
004406,00:00:00
004407,00:00:00
004408,00:00:00
004409,00:00:00
004410,00:01:48
004411,00:00:00
004412,00:00:00
004413,00:01:29
004414,00:00:30
004415,00:00:00
004416,00:00:00
004417,00:00:00
004418,00:00:00
004419,00:00:00
004420,00:00:00
004421,00:00:00
004422,00:00:00
004423,00:00:00
004424,00:00:00
004425,00:00:00
004426,00:00:00
004427,00:00:00
004428,00:00:00
004429,00:01:08
004430,00:04:20
004431,00:00:00
004432,00:00:05
004433,00:00:00
004434,00:00:00
004435,00:00:35
004436,00:00:00
004437,00:04:50
004438,00:06:35
004439,00:00:44
004440,00:00:00
004441,00:10:38
004442,00:00:00
004443,00:02:41
004444,00:01:42
004445,00:00:00
004446,00:00:00
004447,00:00:00
004448,00:00:00
004449,00:00:00
004450,00:00:00
004451,00:00:18
004452,00:00:00
004453,00:00:41
004454,00:00:00
004455,00:01:03
004456,00:00:00
004457,00:00:00
004458,00:00:05
004459,00:01:25
004460,00:00:00
004461,00:00:00
004462,00:00:16
004463,00:00:00
004464,00:00:00
004465,00:00:00
004466,00:00:00
004467,00:00:00
004468,00:00:00
004469,00:00:00
004470,00:00:00
004471,00:00:00
004472,00:00:00
004473,00:00:00
004474,00:00:00
004475,00:00:00
004476,00:00:00
004477,00:00:00
004478,00:00:37
004479,00:00:00
004480,00:00:00
004481,00:00:00
004482,00:01:37
004483,00:00:00
004484,00:05:34
004485,00:00:07
004486,00:05:09
004487,00:01:10
004488,00:00:14
004489,00:00:07
004490,00:00:00
004491,00:00:00
004492,00:00:00
004493,00:00:00
004494,00:00:00
004495,00:00:00
004496,00:00:16
004497,00:00:00
004498,00:01:54
004499,00:00:00
004500,00:00:00
004501,00:00:00
004502,00:00:00
004503,00:00:00
004504,00:00:00
004505,00:00:00
004506,00:24:24
004507,00:12:29
004508,00:00:53
004509,00:00:00
004510,00:00:00
004511,00:01:03
004512,00:00:00
004513,00:00:00
004514,00:00:00
004515,00:00:00
004516,00:00:00
004517,00:00:00
004518,00:00:00
004519,00:00:00
004520,00:00:00
004521,00:00:00
004522,00:00:00
004523,00:01:39
004524,00:00:02
004525,00:00:00
004526,00:00:00
004527,00:11:33
004528,00:09:17
004529,00:03:37
004530,00:00:00
004531,00:00:00
004532,00:00:00
004533,00:00:39
004534,00:00:40
004535,00:00:28
004536,00:01:48
004537,00:00:00
004538,00:00:00
004539,00:00:00
004540,00:00:00
004541,00:00:00
004542,00:00:00
004543,00:00:00
004544,00:00:30
004545,00:00:00
004546,00:00:00
004547,00:00:00
004548,00:00:11
004549,00:00:38
004550,00:01:43
004551,00:00:00
004552,00:28:45
004553,00:00:00
004554,00:00:00
004555,00:00:00
004556,00:00:00
004557,00:00:00
004558,00:00:00
004559,00:09:50
004560,00:00:04
004561,00:00:02
004562,00:00:10
004563,00:00:00
004564,00:00:26
004565,00:00:00
004566,00:00:00
004567,00:00:00
004568,00:00:00
004569,00:05:09
004570,00:00:00
004571,00:00:00
004572,00:01:13
004573,00:00:00
004574,00:04:00
004575,00:00:00
004576,00:00:00
004577,00:00:00
004578,00:00:00
004579,00:00:00
004580,00:00:00
004581,00:00:00
004582,00:00:00
004583,00:00:22
004584,00:00:00
004585,00:00:00
004586,00:00:00
004587,00:00:00
004588,00:00:00
004589,00:00:00
004590,00:00:00
004591,00:00:00
004592,00:00:00
004593,00:00:00
004594,00:00:00
004595,00:00:00
004596,00:00:00
004597,00:00:00
004598,00:00:00
004599,00:00:00
004600,00:00:00
004601,00:00:00
004602,00:00:00
004603,00:00:44
004604,00:00:00
004605,00:00:00
004606,00:00:00
004607,00:00:00
004608,00:00:00
004609,00:00:00
004610,00:00:00
004611,00:00:00
004612,00:00:00
004613,00:00:00
004614,00:00:00
004615,00:00:00
004616,00:00:00
004617,00:00:00
004618,00:00:00
004619,00:00:09
004620,00:28:49
004621,00:00:00
004622,00:00:00
004623,00:00:00
004624,00:00:00
004625,00:18:19
004626,00:05:23
004627,00:00:00
004628,00:11:45
004629,00:00:00
004630,00:00:00
004631,00:00:00
004632,00:00:00
004633,00:00:00
004634,00:00:00
004635,00:00:00
004636,00:00:00
